form='sistnämnda'	lemma='sistnämnda'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	I sistnämnda fall går eleven i vanlig klass men får vissa timmar hjälp av speciallärare, t ex i klinik.
form='annorlunda'	lemma='annorlunda'	Case=Nom|Degree=Pos	in_treebanks={None}	Vi kan känna oss helt fria att teoretiskt konstruera en annorlunda moral för framtidens släkten, om vi finner att den rådande moralen övervägande leder till olyckliga konsekvenser.'
form='omvända'	lemma='omvända'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Det finns vissa undersökningar som tyder på att en dominerande person (man eller kvinna) gärna söker en äktenskapspartner som inte är dominerande och det omvända gäller också.
form='använda'	lemma='använda'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Det var den verksamma substansen i de mycket omtalade 'lyckopillerna', som för en del år sedan var de mest använda lugnande medlen.
form='båda'	lemma='båda'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Har man rätt till både folkpension och ATP måste ett förtida uttag gälla båda pensionerna samtidigt.
form='laga'	lemma='laga'	Case=Nom|Degree=Pos	in_treebanks={None}	Denna uppfattning präglar ännu i viss utsträckning gällande svensk rättsordning enligt vilken äktenskapet framstår som en rättslig institution och där kyrklig vigsel erkännes som laga form för äktenskapets ingående.
form='10-åriga'	lemma='10-åriga'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	För att besvara de frågorna jämförde Rabin på liknande sätt en grupp 10-åriga kibbutzbarn med jämnåriga moshavbarn och fick som resultat en rakt motsatt trend.
form='ringa'	lemma='ringa'	Case=Nom|Degree=Pos	in_treebanks={None}	Dessa inkomster är * inkomst av tjänst - lön, pension, livränta, undantagsförmåner och övrig tjänsteinkomst. (Undantag: periodiskt understöd eller därmed jämförlig periodisk inkomst.) * inkomst av jordbruksfastighet - om den skattskyldige arbetat i jordbruket i ej blott ringa omfattning. * inkomst av rörelse - om den skattskyldige arbetat i rörelsen i ej blott ringa omfattning.
form='många'	lemma='många'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Under militärtjänsten har du många skyldigheter, som berörs på de närmaste sidorna.
form='noga'	lemma='noga'	Case=Nom|Degree=Pos	in_treebanks={None}	Många tror att avskaffandet av den överdrivna drillen betyder att det inte längre är så noga med att räkna rätt.
form='långväga'	lemma='långväga'	Case=Nom|Degree=Pos	in_treebanks={None}	I vissa långväga förbindelser kräver transporten så lång tid - vanliga paket transporteras inte med flyg - att adresskortet kan delas ut först på fjärde eller i undantagsfall på femte vardagen efter inlämningsdagen.
form='föga'	lemma='föga'	Case=Nom|Degree=Pos	in_treebanks={None}	1-åringarnas relativt sena utveckling trodde han dock kunde bero delvis på att de hade föga kontakt med äldre syskon eller andra äldre barn.
form='omaka'	lemma='omaka'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Men principen bakom likadelningen tycker vi äger allmän giltighet även om vi är medvetna om att de praktiska svårigheterna för andra ekonomiskt och utbildningsmässigt sämre lottade och mer 'omaka' par kan vara av en helt annan storleksordning, kanske oöverstigliga.
form='enstaka'	lemma='enstaka'	Case=Nom|Degree=Pos	in_treebanks={None}	Mindre än 1 % av svaren blir felaktiga, beroende bl.a. på att det vid enstaka graviditeter inte förekommer tillräcklig mängd av det ovan nämnda hormonet vid undersökningstillfället.
form='lika'	lemma='lika'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Samtliga tillvalsämnen ger lika behörighet till gymnasiestudier.
form='lika'	lemma='lika'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Alla människor är inte lika.
form='lika'	lemma='lika'	_	in_treebanks={None}	Vilket av de tre länderna Västtyskland, Canada och Frankrike baserar sin elkraftproduktion på a) huvudsakligen vattenkraft b) huvudsakligen värmekraft c) ungefär lika delar vatten- och värmekraft?
form='limbiska'	lemma='limbiska'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Detta gäller särskilt det retikulära och det limbiska systemet (se s 160 och 162).
form='Indiska'	lemma='Indiska'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Stora högmekaniserade fiskeflottor med utrustning för konservering av fångsterna ombord eller vid baser i andra länder bedriver nu ett intensivt fiske inte bara på de gamla rika fångstplatserna i Nordatlanten och norra delen av Stilla oceanen utan också i övriga delar av dessa hav och i Indiska oceanen.
form='Europeiska'	lemma='Europeiska'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Olika institutioner (byggnader som blir gemensamma för hela marknaden) Europauniversitetet Europeiska centralbanken (riksbanken för EEC) Europeiska patentverket Europeiska arbetsmarknadsverket (arbetsförmedling etc) Europeiska institutet för företagsutbildning Europeiska investeringsbanken Europeiska forskningsnämnden Europeiska lantbruksnämnden Europeiska förenade fackföreningsrörelsen AB Air Union (Europas samtliga flygbolag)
form='Svenska'	lemma='Svenska'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Ett tjänstemannaföretag som Svenska Handelsbanken med 6000 anställda (60 procent kvinnor) har extremt gynnsamma siffror för antalet frånvarodagar per anställd 1969:
form='svenska'	lemma='svenska'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Det är självklart att jämför man matematikkunskaper hos svenska och till exempel tyska gymnasister så vinner tyskarna.
form='avundsjuka'	lemma='avundsjuka'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Det är inte alltid lätt att få lugn omkring sig om man har flera småbarn i familjen - som kanske dessutom känner sig avundsjuka på den minste som får ha mamma alldeles för sig själv, men om matningen kan ordnas som en skön stund utan jäkt och brådska är det bäst för både mor och barn.
form='illa'	lemma='illa'	Case=Nom|Degree=Pos	in_treebanks={None}	Det ser rätt illa ut - men om man undersöker varje åldersgrupp för sig är det ingen ökning alls, upplyser byrådirektör Birger Rohlin vid SJ.
form='samma'	lemma='samma'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Något av det samma kan vi studera där zigenarna ännu lever i sina ursprungliga storfamiljer.
form='ena'	lemma='ena'	Case=Nom|Degree=Pos	in_treebanks={None}	För ena maken outnyttjat grundavdrag eller del därav kan inte överföras till den andra maken.
form='öppna'	lemma='öppna'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	De flesta vallokaler är därför öppna kl 08.00 - 21.00.
form='klara'	lemma='klara'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Så snart registreringarna är klara kan patienten i princip resa sig från sin brits utan några kvarstående besvär.
form='bra'	lemma='bra'	Case=Nom|Degree=Pos	in_treebanks={None}	Du måste både kunna handla självständigt och lyda för att bli en bra soldat.
form='södra'	lemma='södra'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	De är koncentrerade till södra och mellersta Sveriges industribygder.
form='flera'	lemma='flera'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Från årsskiftet gäller flera nyheter inom den allmänna sjukförsäkringen
form='Norra'	lemma='Norra'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	En del kommer till i stora utbyggnadsområden som Järva eller Norra Botkyrka, det mesta byggs i mindre områden i olika delar av Storstockholm.
form='norra'	lemma='norra'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	I vissa fall anses utbyggnaden låst ända fram till 1985, bl a för norra Järvafältet.
form='förra'	lemma='förra'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	541 bilförare och passagerare dödades förra året i trafiken (preliminär statistik).
form='Västra'	lemma='Västra'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Dessa orter, där sålunda postnumret bestäms av den lokala utdelningsadressen, är följande: Borås, Danderyd, Djursholm, Eskilstuna, Gävle, Göteborg - med Angered, Hisings Backa och Västra Frölunda - Halmstad, Handen, Huddinge, Hälsingborg, Jönköping, Karlstad, Landskrona, Lidingö, Lund, Malmö, Mölndal, Norrköping, Norsborg, Sollentuna, Solna, Stockholm - med Bandhagen, Bromma, Enskede, Farsta, Hägersten, Johanneshov, Skärholmen, Spånga, Vällingby och Älvsjö - Stocksund, Sundbyberg, Sundsvall, Södertälje, Täby, Umeå, Uppsala, Västerås, Växjö och Örebro.
form='extra'	lemma='extra'	Case=Nom|Degree=Pos	in_treebanks={None}	Tekniskt ordnas detta genom ett extra avdrag utöver grundavdraget.
form='nära'	lemma='nära'	Case=Nom|Degree=Pos	in_treebanks={None}	Om man förutsätter att var och en av oss har nära beröring med tio andra personer är det 90 procent sannolikhet att vi under vår livstid får indirekt kontakt med en trafikolycksskada.
form='gifta'	lemma='gifta'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	I dagens samhälle premieras emellertid på flera olika sätt sammanboende i förhållande till gifta.
form='äkta'	lemma='äkta'	Case=Nom|Degree=Pos	in_treebanks={None}	De som frivilligt genomgår denna akt inför myndighet med vigselakt etablerar sig därmed i samhället som äkta makar.
form='Förenta'	lemma='Förenta'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Sålunda satsade Förenta staterna under femårsperioden 1955-1960 sammanlagt 81 miljarder svenska kronor, varvid de största beloppen gick till Sydvietnam, Sydkorea och Indien.
form='stadfästa'	lemma='stadfästa'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Felaktig och syndig blir dragningen, när den i tanke, ord och handling leder till sexuella förbindelser vid sidan om de av Gud i äktenskapet stadfästa.
form='nästa'	lemma='nästa'	Case=Nom|Degree=Pos	in_treebanks={None}	Anger svaret att Ni 'icke är gravid' och urinprovet har inlämnats på grund av utebliven menstruation, bör Ni, om Ni känner Er frisk, kunna invänta nästa menstruationsperiod.
form='matta'	lemma='matta'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Att göra i ordning bilen för vintern uppfattas av många som liktydigt med att tvätta av lacken och putsa bort de matta fläckarna.
form='lätta'	lemma='lätta'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Därför måste du hålla noggrann ordning på din utrustning och placera den i skåpet så, att sakerna är lätta att hitta och lätta att komma åt.
form='rätta'	lemma='rätta'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Per-Ola Larsson som är sekreterare i den utredningen och sedan ett år tillbaka är chef för valsektionen inom CFU är rätta mannen att svara på den frågan.
form='urarva'	lemma='urarva'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Genom att försvaga äktenskapet ökar vi dessa företeelser och vi gör dem urarva.
form='fixa'	lemma='fixa'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Misstänksamhet, fixa ideer och förföljelsemani är vanliga symptom.
form='snabb'	lemma='snabb'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Vid RFSU-laboratoriet användes en snabb s.k. immunologisk metod utarbetad av svenska forskare.
form='Economic'	lemma='Economic'	Foreign=Yes	in_treebanks={None}	EEC: European Economic Community (Den gemensamma marknaden. De sex).
form='orubbad'	lemma='orubbad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Barnen har en viss känslomässig och en orubbad materiell trygghet garanterad vad som än händer de biologiska föräldrarna.
form='skarpladdad'	lemma='skarpladdad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	I krig utförs all verksamhet i 'skarpladdad miljö'.
form='värdeskyddad'	lemma='värdeskyddad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Många andra i samhället än löntagarna är också beroende av att deras levnadsstandard är värdeskyddad.
form='halvskyddad'	lemma='halvskyddad'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Skyddad och halvskyddad sysselsättning ger handikappade, som av olika skäl inte kan få arbete på den öppna marknaden, möjligheter till en arbetsinsats.
form='halvskyddad'	lemma='halvskyddad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Företag som ordnar arbete i halvskyddad verksamhet kan få statsbidrag med 5000 kr per år och plats om platserna ställs till arbetsförmedlingens förfogande.
form='inbäddad'	lemma='inbäddad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Flöts, i sedimentära bergarter inbäddad gång av stenkol e d .
form='grundad'	lemma='grundad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	En biologisk funktion grundad på biologiska olikheter.
form='färdiglagad'	lemma='färdiglagad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Dessa varor har slopats och i stället håller man ögat på priset för djupfryst kyckling, färdiglagad ärtsoppa, corn flakes, poplinrock och tvättmaskin.
form='förlegad'	lemma='förlegad'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Forna tiders uppfattning om mentalsjukdomars mystiska och skrämmande natur är helt förlegad.
form='röstberättigad'	lemma='röstberättigad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Var och en som är upptagen i röstlängd som röstberättigad och myndig dvs har fyllt 20 år senast den 20 september, kan väljas till riksdagsman, landstingsman eller kommunfullmäktig.
form='betingad'	lemma='betingad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Den sexuella aktiviteten är särpräglad och betingad av drifts- och känslolivet i en utsträckning som delvis genombryter varje etisk besinning.
form='färgad'	lemma='färgad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	1700-talets lagstiftning om brott och straff var starkt färgad av vedergällningstanken: misshandel straffades med svåra kroppsstraff, dråp med dödsstraff osv.
form='porterfärgad'	lemma='porterfärgad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Kissar man ljusgul, röd eller porterfärgad urin?
form='övertygad'	lemma='övertygad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Om det skulle visa sig att den godtagbara dosen är opraktisk för atomkraftindustrin, så är Taylor övertygad om att myndigheterna, de opportunistiska politikerna, är kapabla att höja den utan vidare med motiveringen:
form='nersjaskad'	lemma='nersjaskad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Inte så att jorden går under precis, men han menar att vid det laget är människans situation så olidlig på grund av överbefolkning med åtföljande stress, nersjaskad miljö och anhopningar av allsköns djävligheter att det kommer till en social kollaps som innebär en drastisk reduktion av jordens befolkning till så där 2 miljarder.
form='älskad'	lemma='älskad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Många bra leksaker kan också hänga med i flera år (tänk bara på en mjuk, älskad nalle).
form='industriskalad'	lemma='industriskalad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Halten av bisulfit i industriskalad potatis har sjunkit.
form='glad'	lemma='glad'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Den nyblivna modern känner sig dock ofta mindre glad än hon hade trott.
form='särpräglad'	lemma='särpräglad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Den sexuella aktiviteten är särpräglad och betingad av drifts- och känslolivet i en utsträckning som delvis genombryter varje etisk besinning.
form='utpräglad'	lemma='utpräglad'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	I början sågs kommissionen som en upptakt till en Europaregering, med åtföljande politisk makt, men nu har den reducerats till en utpräglad 'tjänstemannamaffia'.
form='underordnad'	lemma='underordnad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Den som är ledare i en grupp kan ha en underordnad status i en annan.
form='enkönad'	lemma='enkönad'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Och vi måste bort från anstalten där barnen förskockas, tröttas ut och tvingas rivalisera om några få vuxna som inte orkar svara dem alla - en enkönad, avemotionaliserad, också den isolerad miljö utan anknytningar till världen utanför.
form='handikappad'	lemma='handikappad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Näringshjälp kan utgå till handikappad, ensamstående eller äldre arbetstagare, som inte kan få något lämpligt arbete på den öppna marknaden, men som vill starta egen rörelse.
form='föråldrad'	lemma='föråldrad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Familjen är en föråldrad institution, en kvarleva från 1800-talets borgerliga samhälle.
form='oförändrad'	lemma='oförändrad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	För att kunna upprätthålla oförändrad standard vill vi ha kompensation för prisstegringarna.
form='kvalificerad'	lemma='kvalificerad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	För kvalificerad majoritet fordras 43 röster av 61.
form='komplicerad'	lemma='komplicerad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	En del av dessa värnpliktiga skall t ex handha särskilt komplicerad och dyrbar materiel.
form='avancerad'	lemma='avancerad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Genom en intensiv tillämpning av de laborativa metoderna har man i experimentskolor på olika håll i världen kunnat lära helt vanliga ungar att lösa matteproblem av en svårighetsgrad som annars hör hemma på avancerad akademisk nivå.
form='isolerad'	lemma='isolerad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Skolk är ju sällan en isolerad företeelse.
form='deprimerad'	lemma='deprimerad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Vid symposiet berättade prof. Hans-Jörgen Hansen vid Statens veterinärmedicinska anstalt att det allt oftare händer att en psykiater ordinerar en deprimerad patient att skaffa sig hund.
form='ånggenererad'	lemma='ånggenererad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Elkraften kan i sin tur vara antingen vattengenererad eller ånggenererad.
form='vattengenererad'	lemma='vattengenererad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Elkraften kan i sin tur vara antingen vattengenererad eller ånggenererad.
form='termogenererad'	lemma='termogenererad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Ånggenererad (el termogenererad), alstrad av ångkraftverk el värmekraftverk, vilka kan drivas med kol, olja el atombränsle.
form='hydrogenererad'	lemma='hydrogenererad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Vattengenererad (el hydrogenererad), alstrad av vattenkraftverk.
form='avemotionaliserad'	lemma='avemotionaliserad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Och vi måste bort från anstalten där barnen förskockas, tröttas ut och tvingas rivalisera om några få vuxna som inte orkar svara dem alla - en enkönad, avemotionaliserad, också den isolerad miljö utan anknytningar till världen utanför.
form='organiserad'	lemma='organiserad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Hos insekterna möter vi exempel på en högt organiserad samhällsbildning med stark differentiering mellan individerna (del 1, s. 87).
form='nyanserad'	lemma='nyanserad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Vi har också gett exempel på en rad komplikationer som den kristna etiken måste se, om den vill ge en nyanserad bedömning.
form='fackadresserad'	lemma='fackadresserad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	För post som adresseras Poste restante är postnumret detsamma som för fackadresserad post.
form='intresserad'	lemma='intresserad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Den enskilda människan ser inte ut att vara intresserad.
form='irriterad'	lemma='irriterad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Du kommer inte att bli så irriterad att du blir trafikfarlig eftersom du kommer igång på mornarna.
form='omdiskuterad'	lemma='omdiskuterad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Bostadspolitiken i Sverige har varit mycket omdiskuterad.
form='konstruerad'	lemma='konstruerad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	KPI är konstruerad som en kedjeindex med årslänkar vilket innebär att man kan jämföra prisutvecklingen år från år.
form='fixerad'	lemma='fixerad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	De som känner olust inför den tidiga måltiden är kvällsmänniskor som på grund av en tidigt fixerad arbetstid tvingas upp tidigt.
form='förlorad'	lemma='förlorad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Om premiesparkontot överlåtes eller pantsättes går rätten till sparpremie och deltagande i lotteriet förlorad.
form='splittrad'	lemma='splittrad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	För att göra skoldagen mindre splittrad kan man organisera undervisningen i längre arbetspass än de traditionella 40 minuterna.
form='nedbromsad'	lemma='nedbromsad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Om en nedbromsad neutron träffar en ny U235-kärna, kan den utlösa en ny kärnklyvning.
form='begränsad'	lemma='begränsad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	En sådan varningslinje anger att sikten kan vara begränsad i den ena eller båda färdriktningarna.
form='utarbetad'	lemma='utarbetad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Vid RFSU-laboratoriet användes en snabb s.k. immunologisk metod utarbetad av svenska forskare.
form='besläktad'	lemma='besläktad'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Ett nytt medel, som har visat sig kunna förebygga depressioner hos manisk-depressiva patienter, är alkalimetallen litium, nära besläktad med natrium.
form='olikartad'	lemma='olikartad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	En mindre del av könsrollen är oföränderlig, den som direkt hör samman med olikartad kropp, i första hand olikartade könsorgan.
form='beprövad'	lemma='beprövad'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Att hålla kvar och helst öka mängden potatis i folkkosten är så viktigt att det är orätt att motverka det på grund av de försvinnande små mängder vi kan få i oss av en sedan mansåldrar beprövad livsmedelstillsats.
form='utbredd'	lemma='utbredd'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	I världens totalt sett rikaste land, USA, finns utbredd svår fattigdom.
form='beredd'	lemma='beredd'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Om befolkningen också skulle öka genom fortsatt inflyttning, så att den totala folkökningen blir en halv miljon människor - och detta måste man vara beredd på - behövs ytterligare 130000 lägenheter.
form='rädd'	lemma='rädd'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Vi får en miljö med pressure groups mot vilkas normer man inte vågar bryta, därför att man är rädd för repressalier i den ena eller andra formen.
form='underförstådd'	lemma='underförstådd'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	I det andra fallet kan man fråga sig om inte den terapeutiska synen på familjen har sin grund i en underförstådd negativ uppfattning av samhället utanför den egna privata kretsen.
form='född'	lemma='född'	Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Sålunda behöver den som är född 1923 endast pensionsgrundande inkomst för 29 år för att få full ATP, den som är född 1922 behöver endast 28 år, osv; den som är född 1914 behöver endast 20 år.
form='med'	lemma='med'	Abbr=Yes	in_treebanks={None}	Detta är några av alla de data som med lic Åke Nilsson vid psykiatriska kliniken i Lund fått fram i en undersökning av 165 gravida kvinnor.
form='bred'	lemma='bred'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Man började för fem år sedan, när antirökningskampanjen drogs i gång, med en upplysningskampanj på mycket bred basis.
form='United'	lemma='United'	Foreign=Yes	in_treebanks={None}	På flera håll i världen har man på senare tid kunnat konstatera ett tydligt överfiske av olika fiskslag, och FAO (Food and Agriculture Organization of the United Nations) räknar med att man på sin höjd skulle kunna fördubbla världens fiskfångst.
